time,position_x,position_y,position_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,joint_LW_J_Pitch,joint_RW_J_Pitch,joint_LW_J_Flap,joint_RW_J_Flap
3.5,0,0,0,0,0,0,1,1.64474,3.66412,-1.10964,3.67891
3.55,0,0,0,0,0,0,1,1.40542,1.75241,-1.42643,1.7644
3.6,0,0,0,0,0,0,1,1.29725,0.735283,-1.62088,0.74512
3.65,0,0,0,0,0,0,1,1.20978,1.54788,-1.79897,1.55392
3.7,0,0,0,0,0,0,1,1.33767,3.27671,-1.76358,3.27116
3.75,0,0,0,0,0,0,1,1.50279,5.7798,-1.68656,5.77228
3.8,0,0,0,0,0,0,1,1.59832,7.75783,-1.67329,7.7457
3.85,0,0,0,0,0,0,1,1.81939,8.258,-1.52453,8.24595
3.9,0,0,0,0,0,0,1,1.97694,7.73365,-1.42773,7.73101
3.95,0,0,0,0,0,0,1,2.14241,5.64097,-1.31213,5.64571
4,0,0,0,0,0,0,1,2.01612,3.46118,-1.47226,3.46875
4.05,0,0,0,0,0,0,1,1.72456,1.58625,-1.78423,1.59075
4.1,0,0,0,0,0,0,1,1.54671,0.76863,-1.96594,0.771751
4.15,0,0,0,0,0,0,1,1.38994,1.66967,-2.11084,1.67443
4.2,0,0,0,0,0,0,1,1.46678,3.53812,-2.00997,3.52778
4.25,0,0,0,0,0,0,1,1.5146,6.07785,-1.92333,6.06012
4.3,0,0,0,0,0,0,1,1.56068,7.89767,-1.83251,7.88653
4.35,0,0,0,0,0,0,1,1.71431,8.34174,-1.62486,8.33243
4.4,0,0,0,0,0,0,1,1.79792,7.63504,-1.48035,7.62658
4.45,0,0,0,0,0,0,1,1.90635,5.46416,-1.3075,5.46271
4.5,0,0,0,0,0,0,1,1.70539,3.30592,-1.44471,3.3104
4.55,0,0,0,0,0,0,1,1.39321,1.46221,-1.69581,1.46418
4.6,0,0,0,0,0,0,1,1.20006,0.818933,-1.83197,0.816455
4.65,0,0,0,0,0,0,1,1.05341,1.78943,-1.92886,1.7824
4.7,0,0,0,0,0,0,1,1.16544,3.7574,-1.77696,3.73198
4.75,0,0,0,0,0,0,1,1.20863,6.32036,-1.69788,6.29171
4.8,0,0,0,0,0,0,1,1.31189,7.94302,-1.57649,7.95768
4.85,0,0,0,0,0,0,1,1.50614,8.31847,-1.37171,8.3508
4.9,0,0,0,0,0,0,1,1.63592,7.41896,-1.24622,7.45889
4.95,0,0,0,0,0,0,1,1.79457,5.20229,-1.09994,5.24001
5,0,0,0,0,0,0,1,1.61134,3.07726,-1.30146,3.10675
5.05,0,0,0,0,0,0,1,1.37645,1.27596,-1.57058,1.30069
5.1,0,0,0,0,0,0,1,1.23802,0.819547,-1.74486,0.794415
5.15,0,0,0,0,0,0,1,1.14827,1.85051,-1.87947,1.80876
5.2,0,0,0,0,0,0,1,1.31857,3.8876,-1.75605,3.83642
5.25,0,0,0,0,0,0,1,1.38376,6.46837,-1.72825,6.4184
5.3,0,0,0,0,0,0,1,1.52599,7.97561,-1.63383,7.92726
5.35,0,0,0,0,0,0,1,1.73445,8.31833,-1.4672,8.27273
5.4,0,0,0,0,0,0,1,1.86701,7.26943,-1.36826,7.2417
